,file_path,dice_score,average_dice_score
0,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/bkai_polyp/CRIS_R50/predictions_renamed/0.png,0.9764800667762756,0.9671226169466972
1,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/bkai_polyp/CRIS_R50/predictions_renamed/1.png,0.9934453368186951,0.9671226169466972
2,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/bkai_polyp/CRIS_R50/predictions_renamed/10.png,0.9669235348701477,0.9671226169466972
3,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/bkai_polyp/CRIS_R50/predictions_renamed/100.png,0.9296592473983765,0.9671226169466972
4,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/bkai_polyp/CRIS_R50/predictions_renamed/101.png,0.9941866397857666,0.9671226169466972
5,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/bkai_polyp/CRIS_R50/predictions_renamed/102.png,0.9553297758102417,0.9671226169466972
6,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/bkai_polyp/CRIS_R50/predictions_renamed/103.png,0.9871882796287537,0.9671226169466972
7,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/bkai_polyp/CRIS_R50/predictions_renamed/104.png,0.9724041819572449,0.9671226169466972
8,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/bkai_polyp/CRIS_R50/predictions_renamed/105.png,0.9883040189743042,0.9671226169466972
9,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/bkai_polyp/CRIS_R50/predictions_renamed/106.png,0.9894315600395203,0.9671226169466972
10,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/bkai_polyp/CRIS_R50/predictions_renamed/107.png,0.9821118712425232,0.9671226169466972
11,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/bkai_polyp/CRIS_R50/predictions_renamed/108.png,0.97811359167099,0.9671226169466972
12,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/bkai_polyp/CRIS_R50/predictions_renamed/109.png,0.9677174687385559,0.9671226169466972
13,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/bkai_polyp/CRIS_R50/predictions_renamed/11.png,0.97160804271698,0.9671226169466972
14,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/bkai_polyp/CRIS_R50/predictions_renamed/110.png,0.9938740730285645,0.9671226169466972
15,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/bkai_polyp/CRIS_R50/predictions_renamed/111.png,0.9936832189559937,0.9671226169466972
16,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/bkai_polyp/CRIS_R50/predictions_renamed/112.png,0.9943601489067078,0.9671226169466972
17,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/bkai_polyp/CRIS_R50/predictions_renamed/113.png,0.9893145561218262,0.9671226169466972
18,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/bkai_polyp/CRIS_R50/predictions_renamed/114.png,0.9810846447944641,0.9671226169466972
19,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/bkai_polyp/CRIS_R50/predictions_renamed/115.png,0.9134681224822998,0.9671226169466972
20,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/bkai_polyp/CRIS_R50/predictions_renamed/116.png,0.989138662815094,0.9671226169466972
21,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/bkai_polyp/CRIS_R50/predictions_renamed/117.png,0.971829354763031,0.9671226169466972
22,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/bkai_polyp/CRIS_R50/predictions_renamed/118.png,0.9140004515647888,0.9671226169466972
23,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/bkai_polyp/CRIS_R50/predictions_renamed/119.png,0.8936540484428406,0.9671226169466972
24,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/bkai_polyp/CRIS_R50/predictions_renamed/12.png,0.9783471822738647,0.9671226169466972
25,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/bkai_polyp/CRIS_R50/predictions_renamed/120.png,0.9602787494659424,0.9671226169466972
26,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/bkai_polyp/CRIS_R50/predictions_renamed/121.png,0.9852284789085388,0.9671226169466972
27,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/bkai_polyp/CRIS_R50/predictions_renamed/122.png,0.9937695264816284,0.9671226169466972
28,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/bkai_polyp/CRIS_R50/predictions_renamed/123.png,0.9867634773254395,0.9671226169466972
29,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/bkai_polyp/CRIS_R50/predictions_renamed/124.png,0.8429214954376221,0.9671226169466972
30,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/bkai_polyp/CRIS_R50/predictions_renamed/125.png,0.9637892842292786,0.9671226169466972
31,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/bkai_polyp/CRIS_R50/predictions_renamed/126.png,0.9963379502296448,0.9671226169466972
32,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/bkai_polyp/CRIS_R50/predictions_renamed/127.png,0.9884275794029236,0.9671226169466972
33,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/bkai_polyp/CRIS_R50/predictions_renamed/128.png,0.9943710565567017,0.9671226169466972
34,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/bkai_polyp/CRIS_R50/predictions_renamed/129.png,0.9711973667144775,0.9671226169466972
35,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/bkai_polyp/CRIS_R50/predictions_renamed/13.png,0.9445862174034119,0.9671226169466972
36,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/bkai_polyp/CRIS_R50/predictions_renamed/130.png,0.9472032189369202,0.9671226169466972
37,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/bkai_polyp/CRIS_R50/predictions_renamed/131.png,0.9589054584503174,0.9671226169466972
38,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/bkai_polyp/CRIS_R50/predictions_renamed/132.png,0.9937869310379028,0.9671226169466972
39,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/bkai_polyp/CRIS_R50/predictions_renamed/133.png,0.9962508082389832,0.9671226169466972
40,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/bkai_polyp/CRIS_R50/predictions_renamed/134.png,0.9800801277160645,0.9671226169466972
41,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/bkai_polyp/CRIS_R50/predictions_renamed/135.png,0.8303735852241516,0.9671226169466972
42,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/bkai_polyp/CRIS_R50/predictions_renamed/136.png,0.9721749424934387,0.9671226169466972
43,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/bkai_polyp/CRIS_R50/predictions_renamed/137.png,0.9698660969734192,0.9671226169466972
44,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/bkai_polyp/CRIS_R50/predictions_renamed/138.png,0.9660937786102295,0.9671226169466972
45,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/bkai_polyp/CRIS_R50/predictions_renamed/139.png,0.8870283365249634,0.9671226169466972
46,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/bkai_polyp/CRIS_R50/predictions_renamed/14.png,0.912624716758728,0.9671226169466972
47,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/bkai_polyp/CRIS_R50/predictions_renamed/140.png,0.987708568572998,0.9671226169466972
